A_var,A_org_id,A_descricao,proposed_vcode,B_match_vcode,B_match_desc,C_match_vcode,C_match_desc,v050_present_pop,v050_present_hh,evidence_strength,notes
AUTPART,95,Automovel particular,V0218,V0218,Automóvel Particular,V0218,Automóvel Particular,Y,Y,HIGH,"Categorias 0-3 batem"
AUTTRAB,96,Automovel para trabalho,V0219,V0219,Automóvel para Trabalho,V0219,Automóvel para Trabalho,Y,Y,HIGH,"Categorias 0-2 batem"
BANHEIRO,97,Numero de Banheiros,V0213,V0213,Banheiros,V0213,Banheiros,Y,Y,HIGH,"Categorias 0-5 batem"
CD107,98,Numero do domic no CD107,V0109,V0109,Número do Domicílio no CD 1.07,V0109,Número do Domicílio,Y,Y,HIGH,"3 sources concordam"
COBERTUR,99,Cobertura,V0204,V0204,Cobertura,V0204,Cobertura,Y,Y,HIGH,"Categorias 1-8 batem (laje/telha/zinco/etc.)"
COMBCOZI,9.10,Combustivel usado p/ cozinhar,V0210,V0210,Combustível Usado para Cozinhar,V0210,Combustível Usado para Cozinhar,Y,Y,HIGH,"Categorias 0-6 batem"
COMODOR,9.11,Comodos servindo de dormitorio,V0212,V0212,Cômodos Servindo de Dormitório,V0212,Cômodos Servindo de Dormitório,Y,Y,HIGH,"Categorias 1-8 + 0=9 ou mais batem"
COMODOS,9.12,Total de comodos,V0211,V0211,Total de Cômodos,V0211,Total de Cômodos,Y,Y,HIGH,"3 sources concordam (numérico)"
CONDOCUP,9.13,Condicao de Ocupacao,V0208,V0208,Condição de Ocupação do Domicílio,V0208,Condição de Ocupação do Domicílio,Y,Y,HIGH,"Categorias 1-6 batem"
DEMOCOFX,9.14,Faixa densid morador/comodo,V2112,V2112,Faixas de Densidade de Moradores por Cômodo,V2112,Faixas de Densidade de Moradores por Cômodo,Y,Y,HIGH,"Categorias 1-5 batem"
DEMOCOMO,9.15,Densidade morador comodo,V2111,V2111,Densidade de Moradores por Cômodo,V2111,Densidade de Moradores por Cômodo,Y,Y,HIGH,"3 sources concordam (REAL/numérico)"
DEMODOFX,9.16,Faixa densid morad/dormitorio,V2122,V2122,Faixas de Densidade de Moradores por Dormitório,V2122,Faixas de Densidade de Moradores por Dormitório,Y,Y,HIGH,"Categorias 1-7 batem"
DEMODORM,9.17,Densidade morador dormitorio,V2121,V2121,Densidade de Moradores por Dormitório,V2121,Densidade de Moradores por Dormitório,Y,Y,HIGH,"3 sources concordam (REAL/numérico)"
ESPECIE,9.18,Especie do domicilio,V0201,V0201,Espécie do Domicílio,V0201,Espécie do Domicílio,Y,Y,HIGH,"Categorias 1-3 batem (Particular permanente/improvisado/Coletivo)"
FILTRO,9.19,Filtro de agua,V0216,V0216,Filtro de Água,V0216,Filtro de Água,Y,Y,HIGH,"Categorias 0/1 batem"
FREEZER,9.20,Freezer,V0225,V0225,Freezer,V0225,Freezer,Y,Y,HIGH,"Categorias 0/1 batem"
GELADEIR,9.21,Geladeira,V0222,V0222,Geladeira,V0222,Geladeira,Y,Y,HIGH,"Categorias 0-2 batem"
ILUMINA,9.22,Iluminacao,V0221,V0221,Iluminação,V0221,Iluminação,Y,Y,HIGH,"Categorias 1-4 batem"
LIXO,9.23,Destino do lixo,V0214,V0214,Destino do Lixo,V0214,Destino do Lixo,Y,Y,HIGH,"Categorias 1-7 batem"
LOCALIZA,9.24,Localizacao,V0202,V0202,Localização,V0202,Localização,Y,Y,HIGH,"Categorias 1-7 batem"
MAQLAVAR,9.25,Maquina lavar roupa,V0226,V0226,Máquina de Lavar Roupa,V0226,Máquina de Lavar Roupa,Y,Y,HIGH,"Categorias 0/1 batem"
PAREDES,9.26,Paredes,V0203,V0203,Paredes,V0203,Paredes,Y,Y,HIGH,"Categorias 1-6 batem"
PESO,9.27,Peso de expansao,V7300,V7300,Peso ou Fator para Expansão da Amostra,V7300,Peso ou Fator para Expansão da Amostra,Y,Y,HIGH,"Peso domicílio. Em pessoa há V7301 análogo (peso pessoa). REAL."
RADIO,9.28,Radio,V0220,V0220,Rádio,V0220,Rádio,Y,Y,HIGH,"Categorias 0/1 batem"
RDOMICIV,9.29,Renda domiciliar,V2012,V2012,Rendimento Nominal Médio Mensal Domiciliar,V2012,Rendimento Nominal Médio Mensal Domiciliar,Y,Y,HIGH,"3 sources concordam (numérico)"
RDONOMIF,9.30,Faixa renda dom nominal,V2013,V2013,Faixas de Rendimento Nominal Médio Mensal Domiciliar,V2013,Faixas de Rendimento Nominal Médio Mensal Domiciliar,Y,Y,HIGH,"Categorias 1-13 batem"
RDOREALF,9.31,Faixa renda dom real,V2014,V2014,Faixas de Rendimento Real Médio Mensal Domiciliar,V2014,Faixas de Rendimento Real Médio Mensal Domiciliar,Y,Y,HIGH,"Categorias 1-13 batem"
SANESCOA,9.32,Instalacao Sanit. - Escoadouro,V0206,V0206,Instalação Sanitária,V0206,Instalação Sanitária,Y,Y,HIGH,"Categorias 0-7 batem (rede/fossa/vala/etc.)"
SANUSO,9.33,Inst Sanit - Uso,V0207,V0207,Uso da Instalação Sanitária,V0207,Uso da Instalação Sanitária,Y,Y,HIGH,"Categorias 0-2 batem"
TELEFONE,9.34,Telefone,V0217,V0217,Telefone,V0217,Telefone,Y,Y,HIGH,"Categorias 0-2 batem"
TVCORES,9.35,Televisao em cores,V0224,V0224,Televisão em Cores,V0224,Televisão em Cores,Y,Y,HIGH,"Categorias 0-3 batem"
TVPRETO,9.36,Televisao em preto e branco,V0223,V0223,Televisão Preto e Branco,V0223,Televisão Preto e Branco,Y,Y,HIGH,"Categorias 0/1 batem"
ESPFAM,10.1,Especie de familia,V2011,V2011,Espécie de Família,V2011,Espécie de Família,Y,N,HIGH,"Categorias 1-4 batem (Nuclear/Estendida/Composta/Unipessoal). Pop only."
NUMFAM,10.2,Familia a que pertence,V0304,V0304,Tipo de Família,V0304,Tipo de Família,N,N,HIGH,"Categorias batem (Única/Coletivo/1ª/2ª/etc.). Não está em v050."
RFACHCAF,10.3,Faixa renda casal nominal,V3044,V3044,Faixas de Renda do Casal,V3044,Faixas de Renda do Casal,N,N,HIGH,"Categorias 1-15 batem (com sub-faixas 1/4 1/2 3/4 etc.)"
RFACHCAV,10.4,Renda casal,V3043,V3043,Renda do Casal,V3043,Renda do Casal,N,N,HIGH,"3 sources concordam (numérico)"
RFAMILIV,10.5,Renda familiar,V3045,V3045,Rendimento Nominal Médio Mensal Familiar,V3045,Rendimento Nominal Médio Mensal Familiar,N,N,HIGH,"3 sources concordam (numérico)"
RFANOMIF,10.6,Faixa renda familiar nominal,V3046,V3046,Faixas de Rendimento Nominal Médio Mensal Familiar,V3046,Faixas de Rendimento Nominal Médio Mensal Familiar,Y,N,HIGH,"Categorias 1-13 batem (Pop only)"
RFAPCAPF,10.7,Faixa renda per capita nominal,V3049,V3049,Faixas de Rendimento Nominal Médio Mensal Familiar Per Capita,V3049,Faixas de Rendimento Nominal Médio Mensal Familiar Per Capita,Y,N,HIGH,"Categorias 1-14 batem (Pop only)"
RFAPCAPV,10.8,Renda familiar per capita,,,,,,N,N,CANNOT_MAP,"REAL renda per capita; B/C só têm faixa V3049, não valor numérico. v050 não tem V-code correspondente. Variável derivada possivelmente nova no IBGE 2025."
RFAREALF,10.9,Faixa renda familiar real,V3047,V3047,Faixas de Rendimento Real Médio Mensal Familiar,V3047,Faixas de Rendimento Real Médio Mensal Familiar,Y,N,HIGH,"Categorias 1-13 batem (Pop only)"
APOPENS,11.1,Aposentado e/ou pensionista,V0359,V0359,Aposentado ou Pensionista,V0359,Aposentado ou Pensionista,Y,N,HIGH,"Categorias 0-3 batem; A acrescenta 4=NSA"
ATIVIDAD,11.2,Codigo da Atividade,V0347,V0347,Código da Atividade,V0347,Código da Atividade,Y,N,HIGH,"Códigos de atividade (auxiliar)"
ATIVISET,11.3,Setor de atividade,V3471,V3471,Setor de Atividade,V3471,Setor de Atividade,Y,N,HIGH,"Categorias 1-11 batem"
CARTASS,11.4,Tem carteira trab. assinada,V0350,V0350,Posse de Carteira de Trabalho Assinada,V0350,Posse de Carteira de Trabalho Assinada,Y,N,HIGH,"Categorias 1-4 batem"
CONPREV,11.5,Contribuinte previdencia,V0353,V0353,Contribuição para Instituto de Previdência Pública,V0353,Contribuição para Instituto de Previdência Pública,Y,N,HIGH,"Categorias 1=Sim/2=NS/3=Não batem"
DEFICIE,11.6,Deficiencia,V0311,V0311,Deficiência Física ou Mental,V0311,Deficiência Física ou Mental,Y,N,HIGH,"Categorias 0-9 batem"
EDANOEST,11.7,Anos de estudo,V3241,V3241,Anos de Estudo,V3241,Anos de Estudo,Y,N,HIGH,"Categorias 0=sem instrução, 17=17+, 30=alfab adultos batem"
EDCURSNS,11.8,Curso nao seriado,V0326,V0326,Grau que freqüenta em curso não seriado,V0326,Grau que freqüenta em curso não seriado,Y,N,HIGH,"Categorias 0-6 batem (Pré-escolar, alfab, supletivo, mestrado, etc.)"
EDCURSO,11.9,Curso concluido,V0329,V0329,Curso Concluído,V0329,Curso Concluído,Y,N,HIGH,"Lista extensa de cursos bate com 97 categorias"
EDGRAU,11.10,Grau que frequenta,V0325,V0325,Grau que freqüenta em curso seriado,V0325,Grau que freqüenta em curso seriado,Y,N,HIGH,"Categorias 0-5 batem (1ºG/2ºG/Superior/Supletivos)"
EDSABELE,11.11,Sabe ler escrever,V0323,V0323,Alfabetização,V0323,Alfabetização,Y,N,HIGH,"Categorias 1=Sabe/2=Não batem"
EDSERIE,11.12,Serie que frequenta,V0324,V0324,Série que freqüenta,V0324,Série que freqüenta,Y,N,HIGH,"Categorias 0-8 batem"
EDULGRAU,11.13,Grau da ultima serie,V0328,V0328,Grau da última série concluída com aprovação,V0328,Grau da última série concluída com aprovação,Y,N,HIGH,"Categorias 0-8 batem"
EDULSERI,11.14,Ultima serie concluida,V0327,V0327,Última série concluída com aprovação,V0327,Última série concluída com aprovação,Y,N,HIGH,"Categorias 0-9 batem"
EMPESTB,11.15,Num. empregados estabelecimento,V0351,V0351,"Número de Empregados no Estabelecimento, Negócio, Instituição, etc.",V0351,"Número de Empregados no Estabelecimento, Negócio, Instituição, etc.",Y,N,HIGH,"Categorias 1-8 batem; A diverge em 7 (afazeres domésticos vs trabalhador doméstico) — possível erro de transcrição IBGE 2025"
FLDOMICH,11.16,Filhos moram domicilio - homem,V0335,V0335,Filhos Tidos que moram no domicílio,V0335,Filhos Tidos que moram no domicílio,Y,N,HIGH,"Descrição A 'Filhos moram domicilio - homem' bate com B/C 'Filhos Tidos que moram no domicílio' (homem implícito por par com FLDOMICM=mulher). V0335 é a variável SEXO-AGREGADO masculina; V0337 é 'Filhos que moram em OUTRO domicílio' que corresponde a FLNAODOH (par com FLNAODOM). Categorias A (0=Nenhum, 70=Não tem, 99=Ignorado, 100=NSA) condizem com numérico de filhos moradores."
FLDOMICM,11.17,Filhas moram domicilio -mulher,V0336,V0336,Filhas Tidas que moram no domicílio,V0336,Filhas Tidas que moram no domicílio,Y,N,HIGH,"Par com FLDOMICH. V0336 = 'Filhas Tidas que moram no domicílio'. V0338 corresponderia a FLNAODOM (não moram domicílio)."
FLMORTOH,11.18,Filhos mortos - homem,V0339,V0339,Filhos Tidos Nascidos Vivos que já morreram (Homens),V0339,Filhos Tidos Nascidos Vivos que já morreram (Homens),Y,N,HIGH,"Filhos mortos = nascidos vivos que já morreram. Par com FLMORTOM=V0340."
FLMORTOM,11.19,Filhas mortas - mulher,V0340,V0340,Filhas Tidas Nascidas Vivas que já morreram (Mulheres),V0340,Filhas Tidas Nascidas Vivas que já morreram (Mulheres),Y,N,HIGH,"Par com FLMORTOH=V0339"
FLNAMORH,11.20,Filhos nascidos mortos - homem,V0341,V0341,Filhos Tidos Nascidos Mortos (Homens),V0341,Filhos Tidos Nascidos Mortos (Homens),Y,N,HIGH,"Par com FLNAMORM=V0342"
FLNAMORM,11.21,Filhas nascidas mortas - mulher,V0342,V0342,Filhas Tidas Nascidas Mortas (Mulheres),V0342,Filhas Tidas Nascidas Mortas (Mulheres),Y,N,HIGH,"Par com FLNAMORH=V0341"
FLNAMORT,11.22,Total filhos nascidos mortos,V3357,V3357,Total de Filhos(as) Tidos(as) Nascidos(as) Mortos(as),V3357,Total de Filhos(as) Tidos(as) Nascidos(as) Mortos(as),N,N,HIGH,"Total = soma H+M nascidos mortos. Não em v050 1991 mas presente em B/C."
FLNAODOH,11.23,Filhos nao moram domicilio,V0337,V0337,Filhos Tidos que moram em outro domicílio (Homens),V0337,Filhos Tidos que moram em outro domicílio (Homens),Y,N,HIGH,"'Não moram domicílio' = 'moram em OUTRO domicílio'. Par com FLNAODOM=V0338"
FLNAODOM,11.24,Filhas nao moram domicilio,V0338,V0338,Filhas Tidas que moram em outro domicílio (Mulheres),V0338,Filhas Tidas que moram em outro domicílio (Mulheres),Y,N,HIGH,"Par com FLNAODOH=V0337"
FLNAVIVH,11.25,Filhos nascidos vivos - homem,V3355,V3355,Número de Filhos Tidos Nascidos Vivos(Homens),V3355,Número de Filhos Tidos Nascidos Vivos(Homens),Y,N,HIGH,"Par com FLNAVIVM=V3356"
FLNAVIVM,11.26,Filhas nascidas vivas - mulher,V3356,V3356,Número de Filhas Tidas Nascidas Vivas (Mulheres),V3356,Número de Filhas Tidas Nascidas Vivas (Mulheres),Y,N,HIGH,"Par com FLNAVIVH=V3355"
FLNAVIVT,11.27,Total filhos nascidos vivos,V3354,V3354,Total de Filhos(as) Tidos(as) Nascidos(as) Vivos(as),V3354,Total de Filhos(as) Tidos(as) Nascidos(as) Vivos(as),Y,N,HIGH,"Total = H+M nascidos vivos"
FLTIDOSH,11.28,Filhos tidos - homem,V3352,V3352,Número de Filhos Tidos (Homens),V3352,Número de Filhos Tidos (Homens),Y,N,HIGH,"Par com FLTIDOSM=V3353"
FLTIDOSM,11.29,Filhas tidas - mulher,V3353,V3353,Número de Filhos Tidos (Mulheres),V3353,Número de Filhos Tidos (Mulheres),Y,N,HIGH,"Par com FLTIDOSH=V3352"
FLTIDOST,11.30,Total filhos tidos,V3351,V3351,Total de Filhos(as) Tidos(as),V3351,Total de Filhos(as) Tidos(as),Y,N,HIGH,"Total = H+M tidos"
FLVIVOSH,11.31,Filhos vivos - homem,V3361,V3361,Número de Filhos Vivos (Homens),V3361,Número de Filhos Vivos (Homens),Y,N,HIGH,"Par com FLVIVOSM=V3362"
FLVIVOSM,11.32,Filhas vivas - mulher,V3362,V3362,Número de Filhas Vivas (Mulheres),V3362,Número de Filhas Vivas (Mulheres),Y,N,HIGH,"Par com FLVIVOSH=V3361"
FLVIVOST,11.33,Total filhos vivos,V3360,V3360,Total de Filhos(as) Vivos(as),V3360,Total de Filhos(as) Vivos(as),Y,N,HIGH,"Total = H+M vivos"
HOROUTR,11.34,Horas trabalhadas em outras ocupacões,V0355,V0355,Horas Trabalhadas em Outras Ocupações,V0355,Horas Trabalhadas em Outras Ocupações,Y,N,HIGH,"Numérico"
HORTRAB,11.35,Horas trabalhadas ocupacao Q346,V0354,V0354,Horas Trabalhadas por Semana na Ocupação Principal,V0354,Horas Trabalhadas por Semana na Ocupação Principal,Y,N,HIGH,"Q346=ocupação principal; numérico"
IDADEANO,11.36,Idade em anos,V3072,V3072,Idade (em anos completos),V3072,Idade (em anos completos),Y,N,HIGH,"Numérico"
IDADEMES,11.37,Idade em meses,V3073,V3073,Idade (em meses completos),V3073,Idade (em meses completos),Y,N,HIGH,"Categorias 0=Menos 1 mês batem"
IDADETIP,11.38,Tipo de idade,V3071,V3071,Tipo de Idade,V3071,Tipo de Idade,Y,N,HIGH,"Categorias 1=Presumida/2=Declarada batem"
LOCTRAB,11.39,Local de trabalho,V0352,V0352,Local de Trabalho,V0352,Local de Trabalho,Y,N,HIGH,"Categorias 1-8 batem"
MIANMOMU,11.40,Anos que mora no municipio,V0318,V0318,Anos em que mora no Município,V0318,Anos em que mora no Município,Y,N,HIGH,"Numérico"
MIANMOUF,11.41,Anos que mora na UF,V0317,V0317,Anos em que mora na Unidade da Federação,V0317,Anos em que mora na Unidade da Federação,Y,N,HIGH,"Numérico"
MIANORES,11.42,Ano fixou residencia,V3152,V3152,Ano que fixou residência no País,V3152,Ano que fixou residência no País,Y,N,HIGH,"Numérico (00-91)"
MIANTEMU,11.43,Municipio moradia anterior,V3191,V3191,Município ou País Estrangeiro em que morava em 01/09/1986 (declarado no quesito 319),V3191,Município ou País Estrangeiro em que morava em 01/09/1986 (declarado no quesito 319),Y,N,MED,"Atenção: A descrição diz 'moradia anterior' (relacionado ao quesito 319=anterior) mas B/C V3191 está rotulado como 'morava em 01/09/1986 (quesito 319)' — texto B/C parece ter erro mas a referência ao quesito 319 (moradia anterior) é correta. v050 tem V3191; é o V-code certo."
MIANTEUF,11.44,Lugar de moradia anterior,V0319,V0319,"Unidade da Federação e Município ou País Estrangeiro que morava antes",V0319,"Unidade da Federação e Município ou País Estrangeiro que morava antes",Y,N,HIGH,"Categorias UFs+países batem"
MIANTEZN,11.45,Zona moradia anterior,V0320,V0320,Situação do Domicílio de Residência Anterior (declarado no quesito 319),V0320,Situação do Domicílio de Residência Anterior (declarado no quesito 319),Y,N,HIGH,"Categorias 1=Urbana/2=Rural/9=Ignorada batem"
MIMO86MU,11.46,Municipio moradia em 86,V3211,V3211,Município ou País Estrangeiro de residência em 01/09/1986 (declarado no quesito 321),V3211,Município ou País Estrangeiro de residência em 01/09/1986 (declarado no quesito 321),Y,N,HIGH,"3 sources concordam"
MIMO86UF,11.47,Lugar de moradia em 01/09/86,V0321,V0321,"Unidade da Federação e Município ou País Estrangeiro em que morava em 01/09/1986",V0321,"Unidade da Federação e Município ou País Estrangeiro em que morava em 01/09/1986",Y,N,HIGH,"Categorias UFs + 70=Neste município batem"
MIMO86ZN,11.48,Zona de moradia em 86,V0322,V0322,Situação do Domicílio de Residência em 01/09/86 (declarado no quesito 321),V0322,Situação do Domicílio de Residência em 01/09/86 (declarado no quesito 321),Y,N,HIGH,"Categorias 1=Urbana/2=Rural/9=Ignorada batem"
MIMUMOZN,11.49,Zona que morou neste municipio,V0312,V0312,Morou neste Município,V0312,Morou neste Município,Y,N,HIGH,"Categorias 1=Só urbana/2=Só rural/3=Urbana e rural batem"
MINACION,11.50,Nacionalidade,V3151,V3151,Nacionalidade,V3151,Nacionalidade,Y,N,HIGH,"Categorias 1-3 batem (Brasileiro/Naturalizado/Estrangeiro)"
MINASCMU,11.51,Nasceu neste municipio,V0314,V0314,Nasceu neste Município,V0314,Nasceu neste Município,Y,N,HIGH,"Categorias 1-3 batem"
MIUFPAIS,11.52,UF/Pais de nascimento,V0316,V0316,Unidade da Federação ou País Estrangeiro de Nascimento,V0316,Unidade da Federação ou País Estrangeiro de Nascimento,Y,N,HIGH,"Lista de UFs e países bate"
MIULTMUD,11.53,Ultima mudanca,V0313,V0313,Anos de Moradia na Situação do Domicílio,V0313,Anos de Moradia na Situação do Domicílio,Y,N,MED,"A 'Última mudança' c/ 0=Menos 1 ano e 98=Nunca mudou bate com B/C V0313 'Anos de Moradia na Situação do Domicílio' c/ 00=menos um ano, 98=nunca mudou. Semanticamente equivalentes."
NORDMAE,11.54,Numero de ordem da mae,V3005,V3005,Número de Ordem da Mãe,V3005,Número de Ordem da Mãe,Y,N,HIGH,"Categorias 70/80/90/99 batem"
OCUPACAO,11.55,Ocupacao principal,V0346,V0346,Código da Ocupação,V0346,Código da Ocupação,Y,N,HIGH,"Códigos de ocupação (auxiliar). 927/928 são códigos terminais (mal definida/ignorado)."
OCUPAGRP,11.56,Grupo ocupacao principal,V3461,V3461,Grupo de Ocupação,V3461,Grupo de Ocupação,Y,N,HIGH,"Categorias 1-10 batem"
PARENDOM,11.57,Parentesco com o do chefe domicilio,V0302,V0302,Condição no Domicílio,V0302,Condição no Domicílio,Y,N,HIGH,"Categorias 1-16 + 20 batem"
PARENFAM,11.58,Parentesco com o chefe da familia,V0303,V0303,Condição na Família,V0303,Condição na Família,Y,N,HIGH,"Categorias 1-15 + 20 batem (sem 16=Parente do empregado doméstico)"
PESSOAN,11.59,Numero de ordem,V0098,V0098,Ordem da Pessoa,V0098,Ordem da Pessoa,Y,Y,HIGH,"3 sources concordam"
POSOCUP,11.60,Posicao da ocupacao,V0349,V0349,Posição na Ocupação,V0349,Posição na Ocupação,Y,N,HIGH,"Categorias 1-11 batem"
RACACOR,11.61,Raca ou cor,V0309,V0309,Raça ou Cor,V0309,Raça ou Cor,Y,N,HIGH,"Categorias 1-5+9 batem"
RAPOSENF,11.62,Faixa de rend aposent/pensionista,V3604,V3604,Faixas de Rendimento de Aposentadoria e/ou Pensão,V3604,Faixas de Rendimento de Aposentadoria e/ou Pensão,Y,N,HIGH,"Categorias 1-15 batem"
RAPOSENV,11.63,Valor rend aposent/pensionista,V0360,V0360,Rendimento Bruto de Aposentadoria e/ou Pensão,V0360,Rendimento Bruto de Aposentadoria e/ou Pensão,Y,N,HIGH,"Numérico"
RELIGIAO,11.64,Codigo da religiao,V0310,V0310,Religião,V0310,Religião,Y,N,HIGH,"Lista extensa de religiões bate"
ROUTOCUF,11.65,Faixa renda outras ocupacoes,V3574,V3574,Faixas de Rendimento de Outras Ocupações,V3574,Faixas de Rendimento de Outras Ocupações,Y,N,HIGH,"Categorias 1-15 batem"
ROUTOCUV,11.66,Rend bruto outras ocupacoes,V0357,V0357,Rendimento Bruto de Outras Ocupações,V0357,Rendimento Bruto de Outras Ocupações,Y,N,HIGH,"Numérico"
ROUTRENF,11.67,Faixa outros rendimentos,V3614,V3614,Faixas de Outros Rendimentos,V3614,Faixas de Outros Rendimentos,Y,N,HIGH,"Categorias 1-15 batem (com gap em 3)"
ROUTRENV,11.68,Valor outros rendimentos,V0361,V0361,Rendimento Bruto ou Média Mensal de Outros Rendimentos,V0361,Rendimento Bruto ou Média Mensal de Outros Rendimentos,Y,N,HIGH,"Numérico"
RPRINCIF,11.69,Faixa renda ocupação principal,V3564,V3564,Faixas de Rendimento da Ocupação Principal,V3564,Faixas de Rendimento da Ocupação Principal,Y,N,HIGH,"Categorias 1-15 batem"
RPRINCIV,11.70,Rendimento bruto ocupacao principal,V0356,V0356,Rendimento Bruto da Ocupação Principal,V0356,Rendimento Bruto da Ocupação Principal,Y,N,HIGH,"Numérico"
RTONOMIF,11.71,Faixa renda total nominal,V3562,V3562,Faixas de Rendimento Nominal Total,V3562,Faixas de Rendimento Nominal Total,Y,N,HIGH,"Categorias 1-15 batem"
RTOREALF,11.72,Faixa renda real pessoal,V3563,V3563,Faixas de Rendimento Real Total,V3563,Faixas de Rendimento Real Total,Y,N,HIGH,"Categorias 1-15 batem"
RTOTALPV,11.73,Renda total,V3561,V3561,Rendimento Nominal Total,V3561,Rendimento Nominal Total,Y,N,HIGH,"Numérico"
SCATUAL,11.74,Situacao conjugal atual,V3342,V3342,Situação Conjugal Atual da Pessoa,V3342,Situação Conjugal Atual da Pessoa,Y,N,HIGH,"Categorias 1-5 batem"
SCDURASC,11.75,Duracao sit. conjugal atual,V3341,V3341,Duração da Situação Conjugal Atual da Pessoa,V3341,Duração da Situação Conjugal Atual da Pessoa,Y,N,HIGH,"Numérico"
SCID1UNI,11.76,Idade ao contrair 1ªuniao,V3311,V3311,Idade da Pessoa ao contrair a Primeira União,V3311,Idade da Pessoa ao contrair a Primeira União,Y,N,HIGH,"Numérico"
SCIDISCA,11.77,Idade inicio sit.conj.atual,V3312,V3312,Idade da Pessoa ao iniciar a Situação Conjugal Atual,V3312,Idade da Pessoa ao iniciar a Situação Conjugal Atual,Y,N,HIGH,"Numérico"
SCNAOUNI,11.78,Nao vive com conjuge,V0333,V0333,Estado Conjugal (Situação Conjugal),V0333,Estado Conjugal (Situação Conjugal),Y,N,HIGH,"Categorias 5-9 (Separado/Desquitado/Divorciado/Viúvo/Ignorado) batem"
SCNATUNI,11.79,Natureza da uniao,V0332,V0332,Estado Conjugal (Natureza da União),V0332,Estado Conjugal (Natureza da União),Y,N,HIGH,"Categorias 1-4+9 batem"
SCVIVCON,11.80,Vive ou viveu com conjuge,V0330,V0330,Vive ou Viveu com Cônjuge,V0330,Vive ou Viveu com Cônjuge,Y,N,HIGH,"Categorias 1=Sim/2=Não batem"
SEXO,11.81,Sexo,V0301,V0301,Sexo,V0301,Sexo,Y,N,HIGH,"Categorias 1=Masc/2=Fem batem"
SITDESO,11.82,Situacao desocupado,V0358,V0358,Condição de Atividade,V0358,Condição de Atividade,Y,N,HIGH,"Categorias 0-9 batem"
TRUL12M,11.83,Trabalhou ultimos 12 meses,V0345,V0345,Trabalhou em todos ou em parte dos últimos 12 meses,V0345,Trabalhou em todos ou em parte dos últimos 12 meses,Y,N,HIGH,"Categorias 1=Habitualmente/2=Eventualmente/3=Não batem"
UVIVIDAD,11.84,Idade calculada do ult.filho nasc.vivo,V3443,V3443,Idade Calculada do(a) Último(a) Filho(a) Nascido(a) Vivo(a),V3443,Idade Calculada do(a) Último(a) Filho(a) Nascido(a) Vivo(a),Y,N,HIGH,"Numérico"
UVIVIDTP,11.85,Tipo idade ult.filho nasc vivo,V3444,V3444,Tipo de Idade do(a) Último(a) Filho(a) Nascido(a) Vivo(a),V3444,Tipo de Idade do(a) Último(a) Filho(a) Nascido(a) Vivo(a),Y,N,HIGH,"Categorias 1/2/9 batem"
