A_var,A_org_id,A_descricao,proposed_vcode,B_match_vcode,B_match_desc,C_match_vcode,C_match_desc,v050_present_pop,v050_present_hh,evidence_strength,notes
COMBCOZI,9.10,Combustivel usado p/ cozinhar,V0210,V0210,Combustível Usado para Cozinhar,V0210,Combustível Usado para Cozinhar,Y,Y,HIGH,3 sources agree — 7 categories match
COMODOR,9.11,Comodos servindo de dormitorio,V0212,V0212,Cômodos Servindo de Dormitório,V0212,Cômodos Servindo de Dormitório,Y,Y,HIGH,3 sources agree — 0=9 ou mais; 1–8 = num cômodos
COMODOS,9.12,Total de comodos,V0211,V0211,Total de Cômodos,V0211,Total de Cômodos,Y,Y,HIGH,3 sources agree — numeric count
CONDOCUP,9.13,Condicao de Ocupacao,V0208,V0208,Condição de Ocupação do Domicílio,V0208,Condição de Ocupação do Domicílio,Y,Y,HIGH,3 sources agree — 6 categories (Próprio constr+terreno ... Outra) match
DEMOCOFX,9.14,Faixa densid morador/comodo,V2112,V2112,Faixas de Densidade de Moradores por Cômodo,V2112,Faixas de Densidade de Moradores por Cômodo,Y,Y,HIGH,3 sources agree — 5 faixas (Até 0.5 ... Mais de 2)
DEMOCOMO,9.15,Densidade morador comodo,V2111,V2111,Densidade de Moradores por Cômodo,V2111,Densidade de Moradores por Cômodo,Y,Y,HIGH,3 sources agree — REAL/numeric density
DEMODOFX,9.16,Faixa densid morad/dormitorio,V2122,V2122,Faixas de Densidade de Moradores por Dormitório,V2122,Faixas de Densidade de Moradores por Dormitório,Y,Y,HIGH,3 sources agree — 7 faixas (Até 1 ... Mais de 4) match
DEMODORM,9.17,Densidade morador dormitorio,V2121,V2121,Densidade de Moradores por Dormitório,V2121,Densidade de Moradores por Dormitório,Y,Y,HIGH,3 sources agree — REAL/numeric density
ESPECIE,9.18,Especie do domicilio,V0201,V0201,Espécie do Domicílio,V0201,Espécie do Domicílio,Y,Y,HIGH,3 sources agree — 1=Particular Permanente 2=Improvisado 3=Coletivo
FILTRO,9.19,Filtro de agua,V0216,V0216,Filtro de Água,V0216,Filtro de Água,Y,Y,HIGH,3 sources agree — 0=Não tem 1=Tem
FREEZER,9.20,Freezer,V0225,V0225,Freezer,V0225,Freezer,Y,Y,HIGH,3 sources agree — 0=Não tem 1=Tem
GELADEIR,9.21,Geladeira,V0222,V0222,Geladeira,V0222,Geladeira,Y,Y,HIGH,3 sources agree — 0=Não tem 1=Uma porta 2=Mais de uma porta
ILUMINA,9.22,Iluminacao,V0221,V0221,Iluminação,V0221,Iluminação,Y,Y,HIGH,3 sources agree — 4 categories (Elétrica c/ medidor ... Outra)
LIXO,9.23,Destino do lixo,V0214,V0214,Destino do Lixo,V0214,Destino do Lixo,Y,Y,HIGH,3 sources agree — 7 categories (Coletado direta/indireta / Queimado / Enterrado / etc) match
LOCALIZA,9.24,Localizacao,V0202,V0202,Localização,V0202,Localização,Y,Y,HIGH,3 sources agree — 7 categories (Casa isolada ... Cômodo) match
MAQLAVAR,9.25,Maquina lavar roupa,V0226,V0226,Máquina de Lavar Roupa,V0226,Máquina de Lavar Roupa,Y,Y,HIGH,3 sources agree — 0=Não tem 1=Tem
PAREDES,9.26,Paredes,V0203,V0203,Paredes,V0203,Paredes,Y,Y,HIGH,3 sources agree — 6 categories (Alvenaria ... Outro) match
PESO,9.27,Peso de expansao,V7300,V7300,Peso ou Fator para Expansão da Amostra,V7300,Peso ou Fator para Expansão da Amostra,N,Y,HIGH,V7300 is the household weight; V7301 is the person weight — both exist in v050 pop; in households only V7300; A is in domicilio block per A_org_id 9.27
RADIO,9.28,Radio,V0220,V0220,Rádio,V0220,Rádio,Y,Y,HIGH,3 sources agree — 0=Não tem 1=Tem
RDOMICIV,9.29,Renda domiciliar,V2012,V2012,Rendimento Nominal Médio Mensal Domiciliar,V2012,Rendimento Nominal Médio Mensal Domiciliar,Y,Y,HIGH,3 sources agree — numeric domiciliar income
RDONOMIF,9.30,Faixa renda dom nominal,V2013,V2013,Faixas de Rendimento Nominal Médio Mensal Domiciliar,V2013,Faixas de Rendimento Nominal Médio Mensal Domiciliar,Y,Y,HIGH,3 sources agree — 13 faixas (Até 1/4 SM ... Sem Declaração) match
RDOREALF,9.31,Faixa renda dom real,V2014,V2014,Faixas de Rendimento Real Médio Mensal Domiciliar,V2014,Faixas de Rendimento Real Médio Mensal Domiciliar,Y,Y,HIGH,3 sources agree — 13 faixas real income match
SANESCOA,9.32,Instalacao Sanit. - Escoadouro,V0206,V0206,Instalação Sanitária,V0206,Instalação Sanitária,Y,Y,HIGH,3 sources agree — 8 categories (Não tem / Rede geral / Fossa séptica / etc) match
SANUSO,9.33,Inst Sanit - Uso,V0207,V0207,Uso da Instalação Sanitária,V0207,Uso da Instalação Sanitária,Y,Y,HIGH,3 sources agree — 0=Não tem 1=Só do dom 2=Comum
TELEFONE,9.34,Telefone,V0217,V0217,Telefone,V0217,Telefone,Y,Y,HIGH,3 sources agree — 0=Não tem 1=Uma linha 2=Mais de uma
TVCORES,9.35,Televisao em cores,V0224,V0224,Televisão em Cores,V0224,Televisão em Cores,Y,Y,HIGH,3 sources agree — 0=Não tem 1=Um 2=Dois 3=Mais de dois (B says 'Três ou mais')
TVPRETO,9.36,Televisao em preto e branco,V0223,V0223,Televisão Preto e Branco,V0223,Televisão Preto e Branco,Y,Y,HIGH,3 sources agree — 0=Não tem 1=Tem
ESPFAM,10.1,Especie de familia,V2011,V2011,Espécie de Família,V2011,Espécie de Família,Y,N,HIGH,3 sources agree — 4 categories (Nuclear/Estendida/Composta/Unipessoal) match
NUMFAM,10.2,Familia a que pertence,V0304,V0304,Tipo de Família,V0304,Tipo de Família,Y,N,HIGH,3 sources agree — 7 categories (Única/Domicílio Coletivo/1ª-5ª família convivente) match
RFACHCAF,10.3,Faixa renda casal nominal,V3044,V3044,Faixas de Renda do Casal,V3044,Faixas de Renda do Casal,Y,N,HIGH,3 sources agree — 15 faixas with quartas (Até 1/4 ... 3/4 a 1 ... 1 1/4 ... Sem Declaração) match A's split with 3/4 SM
RFACHCAV,10.4,Renda casal,V3043,V3043,Renda do Casal,V3043,Renda do Casal,Y,N,HIGH,3 sources agree — numeric value of couple's income
RFAMILIV,10.5,Renda familiar,V3045,V3045,Rendimento Nominal Médio Mensal Familiar,V3045,Rendimento Nominal Médio Mensal Familiar,Y,N,HIGH,3 sources agree — numeric monthly family income
RFANOMIF,10.6,Faixa renda familiar nominal,V3046,V3046,Faixas de Rendimento Nominal Médio Mensal Familiar,V3046,Faixas de Rendimento Nominal Médio Mensal Familiar,Y,N,MED,"A's category list (15 faixas with 3/4) seems to differ slightly — A goes Até 1/4 → 1/4 a 1/2 → 1/2 a 3/4 → 3/4 a 1 ... while B/C show 13 faixas without 3/4 split. However description (Faixas de Rend. Nominal Médio Mensal Familiar) and contextual position match V3046; possible A category list is actually replicated from RFACHCAF row by mistake. V-code remains V3046 by description"
RFAPCAPF,10.7,Faixa renda per capita nominal,V3049,V3049,Faixas de Rendimento Nominal Médio Mensal Familiar Per Capita,V3049,Faixas de Rendimento Nominal Médio Mensal Familiar Per Capita,Y,N,HIGH,3 sources agree — 14 faixas with 1/8 SM split match
RFAPCAPV,10.8,Renda familiar per capita,,,,,,N,N,CANNOT_MAP,no V-code in B/C for per-capita value — only V3049 (faixas) exists; B has V3045 (familiar value not per capita); v050 lacks RFAPCAPV equivalent
RFAREALF,10.9,Faixa renda familiar real,V3047,V3047,Faixas de Rendimento Real Médio Mensal Familiar,V3047,Faixas de Rendimento Real Médio Mensal Familiar,Y,N,HIGH,3 sources agree — 13 faixas real income match
APOPENS,11.1,Aposentado e/ou pensionista,V0359,V0359,Aposentado ou Pensionista,V0359,Aposentado ou Pensionista,Y,N,HIGH,3 sources agree — 0=Não é 1=Aposentado 2=Pensionista 3=Ambos
ATIVIDAD,11.2,Codigo da Atividade,V0347,V0347,Código da Atividade,V0347,Código da Atividade,Y,N,HIGH,3 sources agree — activity code with aux atividade_1991.xls
ATIVISET,11.3,Setor de atividade,V3471,V3471,Setor de Atividade,V3471,Setor de Atividade,Y,N,HIGH,3 sources agree — 11 categories (Agrop/Ind transf/Const/etc) match
CARTASS,11.4,Tem carteira trab. assinada,V0350,V0350,Posse de Carteira de Trabalho Assinada,V0350,Posse de Carteira de Trabalho Assinada,Y,N,HIGH,3 sources agree — 1=Sim 2=Não sabe 3=Não tem 4=Não empregado
CONPREV,11.5,Contribuinte previdencia,V0353,V0353,Contribuição para Instituto de Previdência Pública,V0353,Contribuição para Instituto de Previdência Pública,Y,N,HIGH,3 sources agree — 1=Sim 2=Não sabe 3=Não é
DEFICIE,11.6,Deficiencia,V0311,V0311,Deficiência Física ou Mental,V0311,Deficiência Física ou Mental,Y,N,HIGH,3 sources agree — 10 categories (Nenhuma ... Mais de uma / Ignorado) match
EDANOEST,11.7,Anos de estudo,V3241,V3241,Anos de Estudo,V3241,Anos de Estudo,Y,N,HIGH,3 sources agree — 0=Sem instrução 30=Alfab adultos 17=17 ou mais 20=não determinado match
EDCURSNS,11.8,Curso nao seriado,V0326,V0326,Grau que freqüenta em curso não seriado,V0326,Grau que freqüenta em curso não seriado,Y,N,HIGH,3 sources agree — 7 categories (Nenhum/Pré-escolar/Alfab adultos/Suplet 1ºG/Suplet 2ºG/Pré-Vest/Mestr-Dout) match
EDCURSO,11.9,Curso concluido,V0329,V0329,Curso Concluído,V0329,Curso Concluído,Y,N,HIGH,3 sources agree — vast course code list (97 codes) matches A category list
EDGRAU,11.10,Grau que frequenta,V0325,V0325,Grau que freqüenta em curso seriado,V0325,Grau que freqüenta em curso seriado,Y,N,HIGH,3 sources agree — 6 categories (Nenhum/1ºG/2ºG/Superior/Suplet1ºG/Suplet2ºG) match
EDSABELE,11.11,Sabe ler escrever,V0323,V0323,Alfabetização,V0323,Alfabetização,Y,N,HIGH,3 sources agree — 1=Sabe 2=Não sabe
EDSERIE,11.12,Serie que frequenta,V0324,V0324,Série que freqüenta,V0324,Série que freqüenta,Y,N,HIGH,3 sources agree — 0=Nenhuma 1ª-8ª série
EDULGRAU,11.13,Grau da ultima serie,V0328,V0328,Grau da última série concluída com aprovação,V0328,Grau da última série concluída com aprovação,Y,N,HIGH,3 sources agree — 9 categories (Nenhum/Alfab adultos/Primário/Ginasial/1ºG/2ºG/Colegial/Superior/Mestr-Dout) match
EDULSERI,11.14,Ultima serie concluida,V0327,V0327,Última série concluída com aprovação,V0327,Última série concluída com aprovação,Y,N,HIGH,3 sources agree — 0=Nenhuma 1ª-8ª 9=nunca freqüentou match
EMPESTB,11.15,Num. empregados estabelecimento,V0351,V0351,"Número de Empregados no Estabelecimento, Negócio, Instituição, etc.",V0351,"Número de Empregados no Estabelecimento, Negócio, Instituição, etc.",Y,N,HIGH,"3 sources agree — 8 categories (1-2/3-4/5-9/10+/sozinho/sócio/dom/Não sabe); A row 11.15 says 7=Afazeres dom but B/C say 7=Trabalhador doméstico — semantic match"
FLDOMICH,11.16,Filhos moram domicilio - homem,V0337,V0337,Filhos Tidos que moram em outro domicílio (Homens),V0337,Filhos Tidos que moram em outro domicílio (Homens),Y,N,LOW,"AMBIGUOUS — A descricao 'Filhos moram domicilio' suggests sons living IN dom (V0335) but A_var label code 'FLDOMIC' may refer to V0335 'Filhos Tidos que moram no domicílio' which has no -H/-M split in B/C; alternative V0337 (Homens em outro domicílio) splits by sex but is opposite meaning. Best guess by name 'FLDOMICH' (H=homem) and split by sex: V0337 fits split convention but semantic of 'moram domicilio' is opposite. Tagging LOW with note"
FLDOMICM,11.17,Filhas moram domicilio -mulher,V0338,V0338,Filhas Tidas que moram em outro domicílio (Mulheres),V0338,Filhas Tidas que moram em outro domicílio (Mulheres),Y,N,LOW,same ambiguity as FLDOMICH — V0335/V0336 are total in domicile but not split; V0337/V0338 are split but mean 'em outro domicílio'. Match by sex-split convention; description semantics may be inverted in IBGE 2025 export. LOW
FLMORTOH,11.18,Filhos mortos - homem,V0339,V0339,Filhos Tidos Nascidos Vivos que já morreram (Homens),V0339,Filhos Tidos Nascidos Vivos que já morreram (Homens),Y,N,HIGH,3 sources agree — sons born alive who died (males); split by sex
FLMORTOM,11.19,Filhas mortas - mulher,V0340,V0340,Filhas Tidas Nascidas Vivas que já morreram (Mulheres),V0340,Filhas Tidas Nascidas Vivas que já morreram (Mulheres),Y,N,HIGH,3 sources agree — daughters born alive who died (females)
FLNAMORH,11.20,Filhos nascidos mortos - homem,V0341,V0341,Filhos Tidos Nascidos Mortos (Homens),V0341,Filhos Tidos Nascidos Mortos (Homens),Y,N,HIGH,3 sources agree — sons stillborn (males)
FLNAMORM,11.21,Filhas nascidas mortas - mulher,V0342,V0342,Filhas Tidas Nascidas Mortas (Mulheres),V0342,Filhas Tidas Nascidas Mortas (Mulheres),Y,N,HIGH,3 sources agree — daughters stillborn
FLNAMORT,11.22,Total filhos nascidos mortos,V3357,V3357,Total de Filhos(as) Tidos(as) Nascidos(as) Mortos(as),V3357,Total de Filhos(as) Tidos(as) Nascidos(as) Mortos(as),Y,N,HIGH,3 sources agree — total stillborn
FLNAODOH,11.23,Filhos nao moram domicilio,V0337,V0337,Filhos Tidos que moram em outro domicílio (Homens),V0337,Filhos Tidos que moram em outro domicílio (Homens),Y,N,AMBIGUOUS,"V0337 description 'moram em outro domicílio' = 'não moram neste domicílio' = same semantic as A 'não moram domicilio'. But FLDOMICH (11.16) and FLNAODOH (11.23) both map plausibly to V0337 — A may have duplicated the V-code or be using two different items. Alternative: FLDOMICH = V0335 (Filhos no dom), FLNAODOH = V0337 (em outro dom). Going with V0337 here based on description match"
FLNAODOM,11.24,Filhas nao moram domicilio,V0338,V0338,Filhas Tidas que moram em outro domicílio (Mulheres),V0338,Filhas Tidas que moram em outro domicílio (Mulheres),Y,N,AMBIGUOUS,same ambiguity as FLNAODOH — V0338 best matches description 'não moram domicilio'
FLNAVIVH,11.25,Filhos nascidos vivos - homem,V3355,V3355,Número de Filhos Tidos Nascidos Vivos(Homens),V3355,Número de Filhos Tidos Nascidos Vivos(Homens),Y,N,HIGH,3 sources agree — sons born alive
FLNAVIVM,11.26,Filhas nascidas vivas - mulher,V3356,V3356,Número de Filhas Tidas Nascidas Vivas (Mulheres),V3356,Número de Filhas Tidas Nascidas Vivas (Mulheres),Y,N,HIGH,3 sources agree — daughters born alive
FLNAVIVT,11.27,Total filhos nascidos vivos,V3354,V3354,Total de Filhos(as) Tidos(as) Nascidos(as) Vivos(as),V3354,Total de Filhos(as) Tidos(as) Nascidos(as) Vivos(as),Y,N,HIGH,3 sources agree — total children born alive
FLTIDOSH,11.28,Filhos tidos - homem,V3352,V3352,Número de Filhos Tidos (Homens),V3352,Número de Filhos Tidos (Homens),Y,N,HIGH,3 sources agree — sons ever had
FLTIDOSM,11.29,Filhas tidas - mulher,V3353,V3353,Número de Filhos Tidos (Mulheres),V3353,Número de Filhos Tidos (Mulheres),Y,N,HIGH,3 sources agree — daughters ever had
FLTIDOST,11.30,Total filhos tidos,V3351,V3351,Total de Filhos(as) Tidos(as),V3351,Total de Filhos(as) Tidos(as),Y,N,HIGH,3 sources agree — total children ever had
FLVIVOSH,11.31,Filhos vivos - homem,V3361,V3361,Número de Filhos Vivos (Homens),V3361,Número de Filhos Vivos (Homens),Y,N,HIGH,3 sources agree — sons currently alive
FLVIVOSM,11.32,Filhas vivas - mulher,V3362,V3362,Número de Filhas Vivas (Mulheres),V3362,Número de Filhas Vivas (Mulheres),Y,N,HIGH,3 sources agree — daughters currently alive
FLVIVOST,11.33,Total filhos vivos,V3360,V3360,Total de Filhos(as) Vivos(as),V3360,Total de Filhos(as) Vivos(as),Y,N,HIGH,3 sources agree — total children currently alive
HOROUTR,11.34,Horas trabalhadas em outras ocupacões,V0355,V0355,Horas Trabalhadas em Outras Ocupações,V0355,Horas Trabalhadas em Outras Ocupações,Y,N,HIGH,3 sources agree — hours other occupations
HORTRAB,11.35,Horas trabalhadas ocupacao Q346,V0354,V0354,Horas Trabalhadas por Semana na Ocupação Principal,V0354,Horas Trabalhadas por Semana na Ocupação Principal,Y,N,HIGH,3 sources agree — A's 'ocupacao Q346' = main occupation (V0346); V0354 is hours weekly in main occ
IDADEANO,11.36,Idade em anos,V3072,V3072,Idade (em anos completos),V3072,Idade (em anos completos),Y,N,HIGH,3 sources agree — age in completed years
IDADEMES,11.37,Idade em meses,V3073,V3073,Idade (em meses completos),V3073,Idade (em meses completos),Y,N,HIGH,3 sources agree — age in months (0=less than 1 month; 12+ in years per A but B/C show months 0-11)
IDADETIP,11.38,Tipo de idade,V3071,V3071,Tipo de Idade,V3071,Tipo de Idade,Y,N,HIGH,3 sources agree — 1=Presumida 2=Declarada
LOCTRAB,11.39,Local de trabalho,V0352,V0352,Local de Trabalho,V0352,Local de Trabalho,Y,N,HIGH,3 sources agree — 8 categories (No domicílio s/ excl ... Outro) match
MIANMOMU,11.40,Anos que mora no municipio,V0318,V0318,Anos em que mora no Município,V0318,Anos em que mora no Município,Y,N,HIGH,3 sources agree — years residence in municipality
MIANMOUF,11.41,Anos que mora na UF,V0317,V0317,Anos em que mora na Unidade da Federação,V0317,Anos em que mora na Unidade da Federação,Y,N,HIGH,3 sources agree — years residence in UF
MIANORES,11.42,Ano fixou residencia,V3152,V3152,Ano que fixou residência no País,V3152,Ano que fixou residência no País,Y,N,HIGH,3 sources agree — year fixed residence in country
MIANTEMU,11.43,Municipio moradia anterior,V3191,V3191,Município ou País Estrangeiro em que morava em 01/09/1986 (declarado no quesito 319),V3191,Município ou País Estrangeiro em que morava em 01/09/1986 (declarado no quesito 319),Y,N,MED,A description 'moradia anterior' is generic; B/C V3191 describes the prior residence municipality (linked to V0319). Best match by structure (numeric muni 9999=NSA per A); LOW->MED because this is the prior-residence muni question
MIANTEUF,11.44,Lugar de moradia anterior,V0319,V0319,Unidade da Federação e Município ou País Estrangeiro que morava antes,V0319,Unidade da Federação e Município ou País Estrangeiro que morava antes,Y,N,HIGH,3 sources agree — UF/País of prior residence; A's category list (11=RO ... 99=Ignorado / 0=NSA) matches
MIANTEZN,11.45,Zona moradia anterior,V0320,V0320,Situação do Domicílio de Residência Anterior (declarado no quesito 319),V0320,Situação do Domicílio de Residência Anterior (declarado no quesito 319),Y,N,HIGH,3 sources agree — 1=Urbana 2=Rural 9=Ignorada 0=NSA
MIMO86MU,11.46,Municipio moradia em 86,V3211,V3211,Município ou País Estrangeiro de residência em 01/09/1986 (declarado no quesito 321),V3211,Município ou País Estrangeiro de residência em 01/09/1986 (declarado no quesito 321),Y,N,HIGH,3 sources agree — municipality of residence in 09/1986
MIMO86UF,11.47,Lugar de moradia em 01/09/86,V0321,V0321,Unidade da Federação e Município ou País Estrangeiro em que morava em 01/09/1986,V0321,Unidade da Federação e Município ou País Estrangeiro em que morava em 01/09/1986,Y,N,HIGH,3 sources agree — UF/País of residence in 09/1986; A includes 70=Neste municipio matching B/C
MIMO86ZN,11.48,Zona de moradia em 86,V0322,V0322,Situação do Domicílio de Residência em 01/09/86 (declarado no quesito 321),V0322,Situação do Domicílio de Residência em 01/09/86 (declarado no quesito 321),Y,N,HIGH,3 sources agree — 1=Urbana 2=Rural 9=Ignorada 0=NSA
MIMUMOZN,11.49,Zona que morou neste municipio,V0312,V0312,Morou neste Município,V0312,Morou neste Município,Y,N,HIGH,3 sources agree — 1=Só urbana 2=Só rural 3=Urbana e rural
MINACION,11.50,Nacionalidade,V3151,V3151,Nacionalidade,V3151,Nacionalidade,Y,N,HIGH,3 sources agree — 1=Brasileiro nato 2=Naturalizado 3=Estrangeiro
MINASCMU,11.51,Nasceu neste municipio,V0314,V0314,Nasceu neste Município,V0314,Nasceu neste Município,Y,N,HIGH,3 sources agree — 1=Sim sempre morou 2=Sim mas já morou outro 3=Não nasceu
MIUFPAIS,11.52,UF/Pais de nascimento,V0316,V0316,Unidade da Federação ou País Estrangeiro de Nascimento,V0316,Unidade da Federação ou País Estrangeiro de Nascimento,Y,N,HIGH,3 sources agree — vast country list matches; minor typo A 16=SE vs B/C 16=Bahia (A appears mis-labeled in extracted text but V-code remains V0316)
MIULTMUD,11.53,Ultima mudanca,V0313,V0313,Anos de Moradia na Situação do Domicílio,V0313,Anos de Moradia na Situação do Domicílio,Y,N,HIGH,3 sources agree — A 0=Menos de 1 ano 98=Nunca mudou matches V0313's '00=menos de 1 ano de moradia ... 98=nunca mudou'
NORDMAE,11.54,Numero de ordem da mae,V3005,V3005,Número de Ordem da Mãe,V3005,Número de Ordem da Mãe,Y,N,HIGH,3 sources agree — 70=Viva nao reside 80=Falecida 90=Não sabe 99=Ignorado match
OCUPACAO,11.55,Ocupacao principal,V0346,V0346,Código da Ocupação,V0346,Código da Ocupação,Y,N,HIGH,3 sources agree — main occupation code with aux ocupacao_1991.xls; A categories 927=Mal definida 928=Ignorado consistent with occupation code list
OCUPAGRP,11.56,Grupo ocupacao principal,V3461,V3461,Grupo de Ocupação,V3461,Grupo de Ocupação,Y,N,HIGH,3 sources agree — 10 categories (Administrativas/Técnicas/etc) match
PARENDOM,11.57,Parentesco com o do chefe domicilio,V0302,V0302,Condição no Domicílio,V0302,Condição no Domicílio,Y,N,HIGH,3 sources agree — 17 categories (Chefe ... Individual) match including Empregado doméstico=15 Parente do empregado=16 Individual=20
PARENFAM,11.58,Parentesco com o chefe da familia,V0303,V0303,Condição na Família,V0303,Condição na Família,Y,N,HIGH,3 sources agree — categories family-level (no Parente do empregado in B/C; A also lacks 16); family relationship
PESSOAN,11.59,Numero de ordem,V0098,V0098,Ordem da Pessoa,V0098,Ordem da Pessoa,Y,Y,HIGH,3 sources agree — order of person within domicile
POSOCUP,11.60,Posicao da ocupacao,V0349,V0349,Posição na Ocupação,V0349,Posição na Ocupação,Y,N,HIGH,3 sources agree — 11 categories (Trab agrícola volante / Parceiro / Doméstico / Empregado / etc) match
RACACOR,11.61,Raca ou cor,V0309,V0309,Raça ou Cor,V0309,Raça ou Cor,Y,N,HIGH,3 sources agree — 1=Branca 2=Preta 3=Amarela 4=Parda 5=Indígena 9=Ignorada
RAPOSENF,11.62,Faixa de rend aposent/pensionista,V3604,V3604,Faixas de Rendimento de Aposentadoria e/ou Pensão,V3604,Faixas de Rendimento de Aposentadoria e/ou Pensão,Y,N,HIGH,3 sources agree — 15 faixas with 3/4 split match
RAPOSENV,11.63,Valor rend aposent/pensionista,V0360,V0360,Rendimento Bruto de Aposentadoria e/ou Pensão,V0360,Rendimento Bruto de Aposentadoria e/ou Pensão,Y,N,HIGH,3 sources agree — numeric value retirement/pension income
RELIGIAO,11.64,Codigo da religiao,V0310,V0310,Religião,V0310,Religião,Y,N,HIGH,3 sources agree — long religion code list matches (Católica/Evangélica/Pentecostal/Mediúnica/etc)
ROUTOCUF,11.65,Faixa renda outras ocupacoes,V3574,V3574,Faixas de Rendimento de Outras Ocupações,V3574,Faixas de Rendimento de Outras Ocupações,Y,N,HIGH,3 sources agree — 15 faixas other occupation income
ROUTOCUV,11.66,Rend bruto outras ocupacoes,V0357,V0357,Rendimento Bruto de Outras Ocupações,V0357,Rendimento Bruto de Outras Ocupações,Y,N,HIGH,3 sources agree — numeric value other occupations
ROUTRENF,11.67,Faixa outros rendimentos,V3614,V3614,Faixas de Outros Rendimentos,V3614,Faixas de Outros Rendimentos,Y,N,HIGH,3 sources agree — 15 faixas other (non-occupation) income
ROUTRENV,11.68,Valor outros rendimentos,V0361,V0361,Rendimento Bruto ou Média Mensal de Outros Rendimentos,V0361,Rendimento Bruto ou Média Mensal de Outros Rendimentos,Y,N,HIGH,3 sources agree — numeric value other income
RPRINCIF,11.69,Faixa renda ocupação principal,V3564,V3564,Faixas de Rendimento da Ocupação Principal,V3564,Faixas de Rendimento da Ocupação Principal,Y,N,HIGH,3 sources agree — 15 faixas main occupation income
RPRINCIV,11.70,Rendimento bruto ocupacao principal,V0356,V0356,Rendimento Bruto da Ocupação Principal,V0356,Rendimento Bruto da Ocupação Principal,Y,N,HIGH,3 sources agree — numeric main occupation income
RTONOMIF,11.71,Faixa renda total nominal,V3562,V3562,Faixas de Rendimento Nominal Total,V3562,Faixas de Rendimento Nominal Total,Y,N,HIGH,3 sources agree — 15 faixas total nominal income
