"file_raw","dataset_name","column_name","column_order","type_parquet","source_sheet","source_name_original","theme","label_pt","categories","coverage_notes","key_role","join_key","present_in_workbook_dict","present_in_md_dict","notes"
"2022_Basico.parquet","Basico","name_neighborhood","17","string","Basico","NM_BAIRRO","Identificação Geográfica","Nome do Bairro","","Basic universe with 468099 unique tracts and no `code_tract` duplicates. Includes 9327 tracts absent from the six thematic files with 458772 rows.","descriptor","no","yes","yes",""
"2022_Basico.parquet","Basico","code_nucleo_urbano","18","double","Basico","CD_NU","Identificação Geográfica","Código do Núcleo Urbano","","Basic universe with 468099 unique tracts and no `code_tract` duplicates. Includes 9327 tracts absent from the six thematic files with 458772 rows.","geo_id","possible","yes","yes",""
"2022_Basico.parquet","Basico","name_nucleo_urbano","19","string","Basico","NM_NU","Identificação Geográfica","Nome do Núcleo Urbano","","Basic universe with 468099 unique tracts and no `code_tract` duplicates. Includes 9327 tracts absent from the six thematic files with 458772 rows.","descriptor","no","yes","yes",""
"2022_Basico.parquet","Basico","code_favela","20","double","Basico","CD_FCU","Identificação Geográfica","Código da Favela ou Comunidade Urbana","","Basic universe with 468099 unique tracts and no `code_tract` duplicates. Includes 9327 tracts absent from the six thematic files with 458772 rows.","geo_id","possible","yes","yes",""
"2022_Basico.parquet","Basico","name_favela","21","string","Basico","NM_FCU","Identificação Geográfica","Nome da Favela ou Comunidade Urbana","","Basic universe with 468099 unique tracts and no `code_tract` duplicates. Includes 9327 tracts absent from the six thematic files with 458772 rows.","descriptor","no","yes","yes",""
"2022_Basico.parquet","Basico","code_aglomerado","22","double","Basico","CD_AGLOM","Identificação Geográfica","Código do Aglomerado","","Basic universe with 468099 unique tracts and no `code_tract` duplicates. Includes 9327 tracts absent from the six thematic files with 458772 rows.","geo_id","possible","yes","yes",""
"2022_Basico.parquet","Basico","name_aglomerado","23","string","Basico","NM_AGLOM","Identificação Geográfica","Nome do Aglomerado","","Basic universe with 468099 unique tracts and no `code_tract` duplicates. Includes 9327 tracts absent from the six thematic files with 458772 rows.","descriptor","no","yes","yes",""
"2022_Basico.parquet","Basico","code_intermediate","24","double","Basico","CD_RGINT","Identificação Geográfica","Código da Região Geográfica Intermediária","","Basic universe with 468099 unique tracts and no `code_tract` duplicates. Includes 9327 tracts absent from the six thematic files with 458772 rows.","geo_id","possible","yes","yes",""
"2022_Basico.parquet","Basico","name_intermediate","25","string","Basico","NM_RGINT","Identificação Geográfica","Nome da Região Geográfica Intermediária","","Basic universe with 468099 unique tracts and no `code_tract` duplicates. Includes 9327 tracts absent from the six thematic files with 458772 rows.","descriptor","no","yes","yes",""
"2022_Basico.parquet","Basico","code_immediate","26","double","Basico","CD_RGI","Identificação Geográfica","Código da Região Geográfica Imediata","","Basic universe with 468099 unique tracts and no `code_tract` duplicates. Includes 9327 tracts absent from the six thematic files with 458772 rows.","geo_id","possible","yes","yes",""
"2022_Basico.parquet","Basico","name_immediate","27","string","Basico","NM_RGI","Identificação Geográfica","Nome da Região Geográfica Imediata","","Basic universe with 468099 unique tracts and no `code_tract` duplicates. Includes 9327 tracts absent from the six thematic files with 458772 rows.","descriptor","no","yes","yes",""
"2022_Basico.parquet","Basico","code_urban_concentration","28","double","Basico","CD_CONCURB","Identificação Geográfica","Código da Concentração Urbana","","Basic universe with 468099 unique tracts and no `code_tract` duplicates. Includes 9327 tracts absent from the six thematic files with 458772 rows.","geo_id","possible","yes","yes",""
"2022_Basico.parquet","Basico","name_urban_concentration","29","string","Basico","NM_CONCURB","Identificação Geográfica","Nome da Concentração Urbana","","Basic universe with 468099 unique tracts and no `code_tract` duplicates. Includes 9327 tracts absent from the six thematic files with 458772 rows.","descriptor","no","yes","yes",""
"2022_Basico.parquet","Basico","V0001","30","double","Basico","V0001","Características do Setor","Total de pessoas","","Basic universe with 468099 unique tracts and no `code_tract` duplicates. Includes 9327 tracts absent from the six thematic files with 458772 rows.","measure","no","yes","yes",""
"2022_Basico.parquet","Basico","V0002","31","double","Basico","V0002","Características do Setor","Total de Domicílios (DPPO + DPPV + DPPUO + DPIO + DCCM + DCSM)","","Basic universe with 468099 unique tracts and no `code_tract` duplicates. Includes 9327 tracts absent from the six thematic files with 458772 rows.","measure","no","yes","yes",""
"2022_Basico.parquet","Basico","V0003","32","double","Basico","V0003","Características do Setor","Total de Domicílios Particulares (DPPO + DPPV + DPPUO + DPIO)","","Basic universe with 468099 unique tracts and no `code_tract` duplicates. Includes 9327 tracts absent from the six thematic files with 458772 rows.","measure","no","yes","yes",""
"2022_Basico.parquet","Basico","V0004","33","double","Basico","V0004","Características do Setor","Total de Domicílios Coletivos (DCCM + DCSM)","","Basic universe with 468099 unique tracts and no `code_tract` duplicates. Includes 9327 tracts absent from the six thematic files with 458772 rows.","measure","no","yes","yes",""
"2022_Basico.parquet","Basico","V0005","34","double","Basico","V0005","Características do Setor","Média de moradores em Domicílios Particulares Ocupados (Total pessoas em Domicílios Particulares Ocupados / DPPO + DPIO)","","Basic universe with 468099 unique tracts and no `code_tract` duplicates. Includes 9327 tracts absent from the six thematic files with 458772 rows.","measure","no","yes","yes",""
"2022_Basico.parquet","Basico","V0006","35","double","Basico","V0006","Características do Setor","Percentual de Domicílios Particulares Ocupados Imputados (Total DPO imputados / Total DPO)","","Basic universe with 468099 unique tracts and no `code_tract` duplicates. Includes 9327 tracts absent from the six thematic files with 458772 rows.","measure","no","yes","yes",""
"2022_Basico.parquet","Basico","V0007","36","double","Basico","V0007","Características do Setor","Total de Domicílios Particulares Ocupados (DPPO + DPIO)","","Basic universe with 468099 unique tracts and no `code_tract` duplicates. Includes 9327 tracts absent from the six thematic files with 458772 rows.","measure","no","yes","yes",""
"2022_Pessoas.parquet","Pessoas","code_tract","1","string","Pessoas","CD_SETOR","Identificação Geográfica","Geocódigo de Setor Censitário","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","primary_key","yes","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","situacao","2","string","Pessoas","SITUACAO","Identificação Geográfica","Situação do Setor Censitário","Urbana; Rural","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","descriptor","no","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","code_situacao","3","double","Pessoas","CD_SIT","Identificação Geográfica","Situação detalhada do Setor Censitário","1 = Área urbana de alta densidade de edificações de cidade ou vila; 2 = Área urbana de baixa densidade de edificações de cidade ou vila; 3 = Núcleo urbano; 5 = Aglomerado rural - Povoado; 6 = Aglomerado rural - Núcleo rural; 7 = Aglomerado rural - Lugarejo; 8 = Área rural (exclusive aglomerados); 9 = Massas de água","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","descriptor","no","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","code_type","4","double","Pessoas","CD_TIPO","Identificação Geográfica","Tipo do Setor Censitário","0 = Não especial; 1 = Favela e Comunidade Urbana; 2 = Quartel e base militar; 3 = Alojamento / acampamento; 4 = Setor com baixo patamar domiciliar; 5 = Agrupamento indígena; 6 = Unidade prisional; 7 = Convento / hospital / ILPI / IACA; 8 = Agrovila do PA; 9 = Agrupamento quilombola","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","descriptor","no","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","area_km2","5","double","Pessoas","AREA_KM2","Identificação Geográfica","Área do Setor Censitário em quilômetros quadrados","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","measure","no","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","code_region","6","double","Pessoas","CD_REGIAO","Identificação Geográfica","Código das Grandes Regiões (Regiões Geográficas)","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","geo_id","possible","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","name_region","7","string","Pessoas","NM_REGIAO","Identificação Geográfica","Nome das Grandes Regiões (Regiões Geográficas)","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","descriptor","no","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","code_state","8","double","Pessoas","CD_UF","Identificação Geográfica","Código da Unidade da Federação","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","geo_id","possible","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","name_state","9","string","Pessoas","NM_UF","Identificação Geográfica","Nome da Unidade da Federação","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","descriptor","no","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","code_muni","10","double","Pessoas","CD_MUN","Identificação Geográfica","Código do Município","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","geo_id","possible","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","name_muni","11","string","Pessoas","NM_MUN","Identificação Geográfica","Nome do Município","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","descriptor","no","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","code_district","12","double","Pessoas","CD_DIST","Identificação Geográfica","Código do Distrito","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","geo_id","possible","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","name_district","13","string","Pessoas","NM_DIST","Identificação Geográfica","Nome do Distrito","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","descriptor","no","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","code_subdistrict","14","double","Pessoas","CD_SUBDIST","Identificação Geográfica","Código do Subdistrito","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","geo_id","possible","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","name_subdistrict","15","string","Pessoas","NM_SUBDIST","Identificação Geográfica","Nome do Subdistrito","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","descriptor","no","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","code_neighborhood","16","double","Pessoas","CD_BAIRRO","Identificação Geográfica","Código do Bairro","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","geo_id","possible","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","name_neighborhood","17","string","Pessoas","NM_BAIRRO","Identificação Geográfica","Nome do Bairro","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","descriptor","no","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","code_nucleo_urbano","18","double","Pessoas","CD_NU","Identificação Geográfica","Código do Núcleo Urbano","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","geo_id","possible","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","name_nucleo_urbano","19","string","Pessoas","NM_NU","Identificação Geográfica","Nome do Núcleo Urbano","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","descriptor","no","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","code_favela","20","double","Pessoas","CD_FCU","Identificação Geográfica","Código da Favela ou Comunidade Urbana","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","geo_id","possible","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","name_favela","21","string","Pessoas","NM_FCU","Identificação Geográfica","Nome da Favela ou Comunidade Urbana","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","descriptor","no","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","code_aglomerado","22","double","Pessoas","CD_AGLOM","Identificação Geográfica","Código do Aglomerado","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","geo_id","possible","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","name_aglomerado","23","string","Pessoas","NM_AGLOM","Identificação Geográfica","Nome do Aglomerado","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","descriptor","no","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","code_intermediate","24","double","Pessoas","CD_RGINT","Identificação Geográfica","Código da Região Geográfica Intermediária","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","geo_id","possible","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","name_intermediate","25","string","Pessoas","NM_RGINT","Identificação Geográfica","Nome da Região Geográfica Intermediária","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","descriptor","no","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","code_immediate","26","double","Pessoas","CD_RGI","Identificação Geográfica","Código da Região Geográfica Imediata","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","geo_id","possible","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","name_immediate","27","string","Pessoas","NM_RGI","Identificação Geográfica","Nome da Região Geográfica Imediata","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","descriptor","no","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","code_urban_concentration","28","double","Pessoas","CD_CONCURB","Identificação Geográfica","Código da Concentração Urbana","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","geo_id","possible","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","name_urban_concentration","29","string","Pessoas","NM_CONCURB","Identificação Geográfica","Nome da Concentração Urbana","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","descriptor","no","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","alfabetizacao_V00644","30","double","Pessoas","V00644","Alfabetização","15 a 19 anos","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","measure","no","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","alfabetizacao_V00645","31","double","Pessoas","V00645","Alfabetização","20 a 24 anos","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","measure","no","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","alfabetizacao_V00646","32","double","Pessoas","V00646","Alfabetização","25 a 29 anos","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","measure","no","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
"2022_Pessoas.parquet","Pessoas","alfabetizacao_V00647","33","double","Pessoas","V00647","Alfabetização","30 a 34 anos","","Thematic universe with 458772 unique tracts and no `code_tract` duplicates. Same set of tracts in `Pessoas`, `Domicilio`, `Obitos`, `Indigenas`, `Quilombolas`, and `ResponsavelRenda`; subset of `Basico`.","measure","no","yes","yes","The column order in the parquet differs from the workbook/md order: after `alfabetizacao_V01005`, the raw file places the `raca_*` block before `demografia_*` and `parentesco_*`."
